# память GPU процесса org.flamti.vrge.probe (PID 31747), период 1 с
# unix_время	тип	total_KB	mapped_KB	count
1789398529.518008401	vk_device	212	212	10
1789398529.518008401	vk_devicememory	560856	491520	8
1789398529.518008401	vk_image	224	224	3
1789398529.518008401	vk_program	212	212	3
1789398529.518008401	vk_queue	8264	8264	3
1789398530.546815326	any(0)	660	84	13
1789398530.546815326	command	32	32	2
1789398530.546815326	gl	128	128	2
1789398530.546815326	vk_any	1024	1024	16
1789398530.546815326	vk_cmdbuffer	3144	3144	155
1789398530.546815326	vk_descriptorpo	544	544	11
1789398530.546815326	vk_device	212	212	10
1789398530.546815326	vk_devicememory	560856	491520	8
1789398530.546815326	vk_image	224	224	3
1789398530.546815326	vk_program	212	212	3
1789398530.546815326	vk_queue	8264	8264	3
1789398531.573442147	any(0)	660	84	13
1789398531.573442147	command	32	32	2
1789398531.573442147	gl	128	128	2
1789398531.573442147	vk_any	1024	1024	16
1789398531.573442147	vk_cmdbuffer	3144	3144	155
1789398531.573442147	vk_descriptorpo	544	544	11
1789398531.573442147	vk_device	212	212	10
1789398531.573442147	vk_devicememory	560856	491520	8
1789398531.573442147	vk_image	224	224	3
1789398531.573442147	vk_program	212	212	3
1789398531.573442147	vk_queue	8264	8264	3
1789398532.598875895	any(0)	660	84	13
1789398532.598875895	command	32	32	2
1789398532.598875895	gl	128	128	2
1789398532.598875895	vk_any	1024	1024	16
1789398532.598875895	vk_cmdbuffer	3144	3144	155
1789398532.598875895	vk_descriptorpo	544	544	11
1789398532.598875895	vk_device	212	212	10
1789398532.598875895	vk_devicememory	560856	491520	8
1789398532.598875895	vk_image	224	224	3
1789398532.598875895	vk_program	212	212	3
1789398532.598875895	vk_queue	8264	8264	3
1789398533.627806987	any(0)	660	84	13
1789398533.627806987	command	32	32	2
1789398533.627806987	gl	128	128	2
1789398533.627806987	vk_any	1024	1024	16
1789398533.627806987	vk_cmdbuffer	3144	3144	155
1789398533.627806987	vk_descriptorpo	544	544	11
1789398533.627806987	vk_device	212	212	10
1789398533.627806987	vk_devicememory	298712	229376	7
1789398533.627806987	vk_image	224	224	3
1789398533.627806987	vk_program	212	212	3
1789398533.627806987	vk_queue	8264	8264	3
1789398534.654937350	any(0)	660	84	13
1789398534.654937350	command	32	32	2
1789398534.654937350	gl	128	128	2
1789398534.654937350	vk_any	1024	1024	16
1789398534.654937350	vk_cmdbuffer	3144	3144	155
1789398534.654937350	vk_descriptorpo	544	544	11
1789398534.654937350	vk_device	212	212	10
1789398534.654937350	vk_devicememory	298712	229376	7
1789398534.654937350	vk_image	224	224	3
1789398534.654937350	vk_program	212	212	3
1789398534.654937350	vk_queue	8264	8264	3
1789398535.680384744	any(0)	660	84	13
1789398535.680384744	command	32	32	2
1789398535.680384744	gl	128	128	2
1789398535.680384744	vk_any	1024	1024	16
1789398535.680384744	vk_cmdbuffer	3144	3144	155
1789398535.680384744	vk_descriptorpo	544	544	11
1789398535.680384744	vk_device	212	212	10
1789398535.680384744	vk_devicememory	298712	229376	7
1789398535.680384744	vk_image	224	224	3
1789398535.680384744	vk_program	212	212	3
1789398535.680384744	vk_queue	8264	8264	3
1789398536.706123961	any(0)	660	84	13
1789398536.706123961	command	32	32	2
1789398536.706123961	gl	128	128	2
1789398536.706123961	vk_any	1024	1024	16
1789398536.706123961	vk_cmdbuffer	3144	3144	155
1789398536.706123961	vk_descriptorpo	544	544	11
1789398536.706123961	vk_device	212	212	10
1789398536.706123961	vk_devicememory	298712	229376	7
1789398536.706123961	vk_image	224	224	3
1789398536.706123961	vk_program	212	212	3
1789398536.706123961	vk_queue	8264	8264	3
1789398537.732800573	any(0)	660	84	13
1789398537.732800573	command	32	32	2
1789398537.732800573	gl	128	128	2
1789398537.732800573	vk_any	1024	1024	16
1789398537.732800573	vk_cmdbuffer	3144	3144	155
1789398537.732800573	vk_descriptorpo	544	544	11
1789398537.732800573	vk_device	212	212	10
1789398537.732800573	vk_devicememory	298712	229376	7
1789398537.732800573	vk_image	224	224	3
1789398537.732800573	vk_program	212	212	3
1789398537.732800573	vk_queue	8264	8264	3
1789398538.758137134	any(0)	660	84	13
1789398538.758137134	command	32	32	2
1789398538.758137134	gl	128	128	2
1789398538.758137134	vk_any	1024	1024	16
1789398538.758137134	vk_cmdbuffer	3144	3144	155
1789398538.758137134	vk_descriptorpo	544	544	11
1789398538.758137134	vk_device	212	212	10
1789398538.758137134	vk_devicememory	298712	229376	7
1789398538.758137134	vk_image	224	224	3
1789398538.758137134	vk_program	212	212	3
1789398538.758137134	vk_queue	8264	8264	3
1789398539.789335257	any(0)	660	84	13
1789398539.789335257	command	32	32	2
1789398539.789335257	gl	128	128	2
1789398539.789335257	vk_any	960	960	15
1789398539.789335257	vk_cmdbuffer	3144	3144	155
1789398539.789335257	vk_descriptorpo	528	528	10
1789398539.789335257	vk_device	212	212	10
1789398539.789335257	vk_devicememory	298712	229376	7
1789398539.789335257	vk_image	224	224	3
1789398539.789335257	vk_program	212	212	3
1789398539.789335257	vk_queue	8264	8264	3
1789398540.819284995	any(0)	660	84	13
1789398540.819284995	command	32	32	2
1789398540.819284995	gl	128	128	2
1789398540.819284995	vk_any	1024	1024	16
1789398540.819284995	vk_cmdbuffer	3144	3144	155
1789398540.819284995	vk_descriptorpo	544	544	11
1789398540.819284995	vk_device	212	212	10
1789398540.819284995	vk_devicememory	298712	229376	7
1789398540.819284995	vk_image	224	224	3
1789398540.819284995	vk_program	212	212	3
1789398540.819284995	vk_queue	8264	8264	3
1789398541.846275098	any(0)	660	84	13
1789398541.846275098	command	32	32	2
1789398541.846275098	gl	128	128	2
1789398541.846275098	vk_any	1024	1024	16
1789398541.846275098	vk_cmdbuffer	3144	3144	155
1789398541.846275098	vk_descriptorpo	544	544	11
1789398541.846275098	vk_device	212	212	10
1789398541.846275098	vk_devicememory	298712	229376	7
1789398541.846275098	vk_image	224	224	3
1789398541.846275098	vk_program	212	212	3
1789398541.846275098	vk_queue	8264	8264	3
1789398542.875733221	any(0)	660	84	13
1789398542.875733221	command	32	32	2
1789398542.875733221	gl	128	128	2
1789398542.875733221	vk_any	960	960	15
1789398542.875733221	vk_cmdbuffer	3144	3144	155
1789398542.875733221	vk_descriptorpo	528	528	10
1789398542.875733221	vk_device	212	212	10
1789398542.875733221	vk_devicememory	298712	229376	7
1789398542.875733221	vk_image	224	224	3
1789398542.875733221	vk_program	212	212	3
1789398542.875733221	vk_queue	8264	8264	3
1789398543.904668063	any(0)	660	84	13
1789398543.904668063	command	32	32	2
1789398543.904668063	gl	128	128	2
1789398543.904668063	vk_any	1024	1024	16
1789398543.904668063	vk_cmdbuffer	3144	3144	155
1789398543.904668063	vk_descriptorpo	544	544	11
1789398543.904668063	vk_device	212	212	10
1789398543.904668063	vk_devicememory	298712	229376	7
1789398543.904668063	vk_image	224	224	3
1789398543.904668063	vk_program	212	212	3
1789398543.904668063	vk_queue	8264	8264	3
1789398544.934340197	any(0)	660	84	13
1789398544.934340197	command	32	32	2
1789398544.934340197	gl	128	128	2
1789398544.934340197	vk_any	1024	1024	16
1789398544.934340197	vk_cmdbuffer	3144	3144	155
1789398544.934340197	vk_descriptorpo	544	544	11
1789398544.934340197	vk_device	212	212	10
1789398544.934340197	vk_devicememory	298712	229376	7
1789398544.934340197	vk_image	224	224	3
1789398544.934340197	vk_program	212	212	3
1789398544.934340197	vk_queue	8264	8264	3
1789398545.961093945	any(0)	660	84	13
1789398545.961093945	command	32	32	2
1789398545.961093945	gl	128	128	2
1789398545.961093945	vk_any	960	960	15
1789398545.961093945	vk_cmdbuffer	3144	3144	155
1789398545.961093945	vk_descriptorpo	528	528	10
1789398545.961093945	vk_device	212	212	10
1789398545.961093945	vk_devicememory	298712	229376	7
1789398545.961093945	vk_image	224	224	3
1789398545.961093945	vk_program	212	212	3
1789398545.961093945	vk_queue	8264	8264	3
1789398546.991687642	any(0)	660	84	13
1789398546.991687642	command	32	32	2
1789398546.991687642	gl	128	128	2
1789398546.991687642	vk_any	1024	1024	16
1789398546.991687642	vk_cmdbuffer	3144	3144	155
1789398546.991687642	vk_descriptorpo	544	544	11
1789398546.991687642	vk_device	212	212	10
1789398546.991687642	vk_devicememory	298712	229376	7
1789398546.991687642	vk_image	224	224	3
1789398546.991687642	vk_program	212	212	3
1789398546.991687642	vk_queue	8264	8264	3
1789398548.019377171	any(0)	660	84	13
1789398548.019377171	command	32	32	2
1789398548.019377171	gl	128	128	2
1789398548.019377171	vk_any	1024	1024	16
1789398548.019377171	vk_cmdbuffer	3144	3144	155
1789398548.019377171	vk_descriptorpo	544	544	11
1789398548.019377171	vk_device	212	212	10
1789398548.019377171	vk_devicememory	298712	229376	7
1789398548.019377171	vk_image	224	224	3
1789398548.019377171	vk_program	212	212	3
1789398548.019377171	vk_queue	8264	8264	3
1789398549.047821649	any(0)	660	84	13
1789398549.047821649	command	32	32	2
1789398549.047821649	gl	128	128	2
1789398549.047821649	vk_any	1024	1024	16
1789398549.047821649	vk_cmdbuffer	3144	3144	155
1789398549.047821649	vk_descriptorpo	544	544	11
1789398549.047821649	vk_device	212	212	10
1789398549.047821649	vk_devicememory	298712	229376	7
1789398549.047821649	vk_image	224	224	3
1789398549.047821649	vk_program	212	212	3
1789398549.047821649	vk_queue	8264	8264	3
1789398550.078476647	any(0)	660	84	13
1789398550.078476647	command	32	32	2
1789398550.078476647	gl	128	128	2
1789398550.078476647	vk_any	1024	1024	16
1789398550.078476647	vk_cmdbuffer	3144	3144	155
1789398550.078476647	vk_descriptorpo	544	544	11
1789398550.078476647	vk_device	212	212	10
1789398550.078476647	vk_devicememory	298712	229376	7
1789398550.078476647	vk_image	224	224	3
1789398550.078476647	vk_program	212	212	3
1789398550.078476647	vk_queue	8264	8264	3
1789398551.107289718	any(0)	660	84	13
1789398551.107289718	command	32	32	2
1789398551.107289718	gl	128	128	2
1789398551.107289718	vk_any	1024	1024	16
1789398551.107289718	vk_cmdbuffer	3144	3144	155
1789398551.107289718	vk_descriptorpo	544	544	11
1789398551.107289718	vk_device	212	212	10
1789398551.107289718	vk_devicememory	298712	229376	7
1789398551.107289718	vk_image	224	224	3
1789398551.107289718	vk_program	212	212	3
1789398551.107289718	vk_queue	8264	8264	3
1789398552.134686227	any(0)	660	84	13
1789398552.134686227	command	32	32	2
1789398552.134686227	gl	128	128	2
1789398552.134686227	vk_any	1024	1024	16
1789398552.134686227	vk_cmdbuffer	3144	3144	155
1789398552.134686227	vk_descriptorpo	544	544	11
1789398552.134686227	vk_device	212	212	10
1789398552.134686227	vk_devicememory	298712	229376	7
1789398552.134686227	vk_image	224	224	3
1789398552.134686227	vk_program	212	212	3
1789398552.134686227	vk_queue	8264	8264	3
1789398553.163837788	any(0)	660	84	13
1789398553.163837788	command	32	32	2
1789398553.163837788	gl	128	128	2
1789398553.163837788	vk_any	1024	1024	16
1789398553.163837788	vk_cmdbuffer	3144	3144	155
1789398553.163837788	vk_descriptorpo	544	544	11
1789398553.163837788	vk_device	212	212	10
1789398553.163837788	vk_devicememory	298712	229376	7
1789398553.163837788	vk_image	224	224	3
1789398553.163837788	vk_program	212	212	3
1789398553.163837788	vk_queue	8264	8264	3
1789398554.193126849	any(0)	660	84	13
1789398554.193126849	command	32	32	2
1789398554.193126849	gl	128	128	2
1789398554.193126849	vk_any	1024	1024	16
1789398554.193126849	vk_cmdbuffer	3144	3144	155
1789398554.193126849	vk_descriptorpo	544	544	11
1789398554.193126849	vk_device	212	212	10
1789398554.193126849	vk_devicememory	298712	229376	7
1789398554.193126849	vk_image	224	224	3
1789398554.193126849	vk_program	212	212	3
1789398554.193126849	vk_queue	8264	8264	3
1789398555.226458358	any(0)	660	84	13
1789398555.226458358	command	32	32	2
1789398555.226458358	gl	128	128	2
1789398555.226458358	vk_any	1024	1024	16
1789398555.226458358	vk_cmdbuffer	3144	3144	155
1789398555.226458358	vk_descriptorpo	544	544	11
1789398555.226458358	vk_device	212	212	10
1789398555.226458358	vk_devicememory	298712	229376	7
1789398555.226458358	vk_image	224	224	3
1789398555.226458358	vk_program	212	212	3
1789398555.226458358	vk_queue	8264	8264	3
1789398556.250595908	any(0)	660	84	13
1789398556.250595908	command	32	32	2
1789398556.250595908	gl	128	128	2
1789398556.250595908	vk_any	1024	1024	16
1789398556.250595908	vk_cmdbuffer	3144	3144	155
1789398556.250595908	vk_descriptorpo	544	544	11
1789398556.250595908	vk_device	212	212	10
1789398556.250595908	vk_devicememory	298712	229376	7
1789398556.250595908	vk_image	224	224	3
1789398556.250595908	vk_program	212	212	3
1789398556.250595908	vk_queue	8264	8264	3
1789398557.273269655	any(0)	660	84	13
1789398557.273269655	command	32	32	2
1789398557.273269655	gl	128	128	2
1789398557.273269655	vk_any	1024	1024	16
1789398557.273269655	vk_cmdbuffer	3144	3144	155
1789398557.273269655	vk_descriptorpo	544	544	11
1789398557.273269655	vk_device	212	212	10
1789398557.273269655	vk_devicememory	298712	229376	7
1789398557.273269655	vk_image	224	224	3
1789398557.273269655	vk_program	212	212	3
1789398557.273269655	vk_queue	8264	8264	3
1789398558.297812466	any(0)	660	84	13
1789398558.297812466	command	32	32	2
1789398558.297812466	gl	128	128	2
1789398558.297812466	vk_any	1024	1024	16
1789398558.297812466	vk_cmdbuffer	3144	3144	155
1789398558.297812466	vk_descriptorpo	544	544	11
1789398558.297812466	vk_device	212	212	10
1789398558.297812466	vk_devicememory	298712	229376	7
1789398558.297812466	vk_image	224	224	3
1789398558.297812466	vk_program	212	212	3
1789398558.297812466	vk_queue	8264	8264	3
1789398559.324127620	any(0)	660	84	13
1789398559.324127620	command	32	32	2
1789398559.324127620	gl	128	128	2
1789398559.324127620	vk_any	1024	1024	16
1789398559.324127620	vk_cmdbuffer	3144	3144	155
1789398559.324127620	vk_descriptorpo	544	544	11
1789398559.324127620	vk_device	212	212	10
1789398559.324127620	vk_devicememory	298712	229376	7
1789398559.324127620	vk_image	224	224	3
1789398559.324127620	vk_program	212	212	3
1789398559.324127620	vk_queue	8264	8264	3
1789398560.351684754	any(0)	660	84	13
1789398560.351684754	command	32	32	2
1789398560.351684754	gl	128	128	2
1789398560.351684754	vk_any	1024	1024	16
1789398560.351684754	vk_cmdbuffer	3144	3144	155
1789398560.351684754	vk_descriptorpo	544	544	11
1789398560.351684754	vk_device	212	212	10
1789398560.351684754	vk_devicememory	298712	229376	7
1789398560.351684754	vk_image	224	224	3
1789398560.351684754	vk_program	212	212	3
1789398560.351684754	vk_queue	8264	8264	3
1789398561.374089335	any(0)	660	84	13
1789398561.374089335	command	32	32	2
1789398561.374089335	gl	128	128	2
1789398561.374089335	vk_any	1024	1024	16
1789398561.374089335	vk_cmdbuffer	3144	3144	155
1789398561.374089335	vk_descriptorpo	544	544	11
1789398561.374089335	vk_device	212	212	10
1789398561.374089335	vk_devicememory	298712	229376	7
1789398561.374089335	vk_image	224	224	3
1789398561.374089335	vk_program	212	212	3
1789398561.374089335	vk_queue	8264	8264	3
1789398562.396147822	any(0)	660	84	13
1789398562.396147822	command	32	32	2
1789398562.396147822	gl	128	128	2
1789398562.396147822	vk_any	1024	1024	16
1789398562.396147822	vk_cmdbuffer	3144	3144	155
1789398562.396147822	vk_descriptorpo	544	544	11
1789398562.396147822	vk_device	212	212	10
1789398562.396147822	vk_devicememory	298712	229376	7
1789398562.396147822	vk_image	224	224	3
1789398562.396147822	vk_program	212	212	3
1789398562.396147822	vk_queue	8264	8264	3
1789398563.423216310	any(0)	660	84	13
1789398563.423216310	command	32	32	2
1789398563.423216310	gl	128	128	2
1789398563.423216310	vk_any	1024	1024	16
1789398563.423216310	vk_cmdbuffer	3144	3144	155
1789398563.423216310	vk_descriptorpo	544	544	11
1789398563.423216310	vk_device	212	212	10
1789398563.423216310	vk_devicememory	298712	229376	7
1789398563.423216310	vk_image	224	224	3
1789398563.423216310	vk_program	212	212	3
1789398563.423216310	vk_queue	8264	8264	3
1789398564.452198183	any(0)	660	84	13
1789398564.452198183	command	32	32	2
1789398564.452198183	gl	128	128	2
1789398564.452198183	vk_any	1024	1024	16
1789398564.452198183	vk_cmdbuffer	3144	3144	155
1789398564.452198183	vk_descriptorpo	544	544	11
1789398564.452198183	vk_device	212	212	10
1789398564.452198183	vk_devicememory	298712	229376	7
1789398564.452198183	vk_image	224	224	3
1789398564.452198183	vk_program	212	212	3
1789398564.452198183	vk_queue	8264	8264	3
1789398565.480080785	any(0)	660	84	13
1789398565.480080785	command	32	32	2
1789398565.480080785	gl	128	128	2
1789398565.480080785	vk_any	1024	1024	16
1789398565.480080785	vk_cmdbuffer	3144	3144	155
1789398565.480080785	vk_descriptorpo	544	544	11
1789398565.480080785	vk_device	212	212	10
1789398565.480080785	vk_devicememory	298712	229376	7
1789398565.480080785	vk_image	224	224	3
1789398565.480080785	vk_program	212	212	3
1789398565.480080785	vk_queue	8264	8264	3
1789398566.507904586	any(0)	660	84	13
1789398566.507904586	command	32	32	2
1789398566.507904586	gl	128	128	2
1789398566.507904586	vk_any	1024	1024	16
1789398566.507904586	vk_cmdbuffer	3144	3144	155
1789398566.507904586	vk_descriptorpo	544	544	11
1789398566.507904586	vk_device	212	212	10
1789398566.507904586	vk_devicememory	298712	229376	7
1789398566.507904586	vk_image	224	224	3
1789398566.507904586	vk_program	212	212	3
1789398566.507904586	vk_queue	8264	8264	3
1789398567.538698959	any(0)	660	84	13
1789398567.538698959	command	32	32	2
1789398567.538698959	gl	128	128	2
1789398567.538698959	vk_any	1024	1024	16
1789398567.538698959	vk_cmdbuffer	3144	3144	155
1789398567.538698959	vk_descriptorpo	544	544	11
1789398567.538698959	vk_device	212	212	10
1789398567.538698959	vk_devicememory	298712	229376	7
1789398567.538698959	vk_image	224	224	3
1789398567.538698959	vk_program	212	212	3
1789398567.538698959	vk_queue	8264	8264	3
1789398568.565205207	any(0)	660	84	13
1789398568.565205207	command	32	32	2
1789398568.565205207	gl	128	128	2
1789398568.565205207	vk_any	1024	1024	16
1789398568.565205207	vk_cmdbuffer	3144	3144	155
1789398568.565205207	vk_descriptorpo	544	544	11
1789398568.565205207	vk_device	212	212	10
1789398568.565205207	vk_devicememory	298712	229376	7
1789398568.565205207	vk_image	224	224	3
1789398568.565205207	vk_program	212	212	3
1789398568.565205207	vk_queue	8264	8264	3
1789398569.593173695	any(0)	660	84	13
1789398569.593173695	command	32	32	2
1789398569.593173695	gl	128	128	2
1789398569.593173695	vk_any	1024	1024	16
1789398569.593173695	vk_cmdbuffer	3144	3144	155
1789398569.593173695	vk_descriptorpo	544	544	11
1789398569.593173695	vk_device	212	212	10
1789398569.593173695	vk_devicememory	298712	229376	7
1789398569.593173695	vk_image	224	224	3
1789398569.593173695	vk_program	212	212	3
1789398569.593173695	vk_queue	8264	8264	3
1789398570.618443329	any(0)	660	84	13
1789398570.618443329	command	32	32	2
1789398570.618443329	gl	128	128	2
1789398570.618443329	vk_any	1024	1024	16
1789398570.618443329	vk_cmdbuffer	3144	3144	155
1789398570.618443329	vk_descriptorpo	544	544	11
1789398570.618443329	vk_device	212	212	10
1789398570.618443329	vk_devicememory	298712	229376	7
1789398570.618443329	vk_image	224	224	3
1789398570.618443329	vk_program	212	212	3
1789398570.618443329	vk_queue	8264	8264	3
1789398571.647026087	any(0)	660	84	13
1789398571.647026087	command	32	32	2
1789398571.647026087	gl	128	128	2
1789398571.647026087	vk_any	1024	1024	16
1789398571.647026087	vk_cmdbuffer	3144	3144	155
1789398571.647026087	vk_descriptorpo	544	544	11
1789398571.647026087	vk_device	212	212	10
1789398571.647026087	vk_devicememory	298712	229376	7
1789398571.647026087	vk_image	224	224	3
1789398571.647026087	vk_program	212	212	3
1789398571.647026087	vk_queue	8264	8264	3
1789398572.674520408	any(0)	660	84	13
1789398572.674520408	command	32	32	2
1789398572.674520408	gl	128	128	2
1789398572.674520408	vk_any	1024	1024	16
1789398572.674520408	vk_cmdbuffer	3144	3144	155
1789398572.674520408	vk_descriptorpo	544	544	11
1789398572.674520408	vk_device	212	212	10
1789398572.674520408	vk_devicememory	298712	229376	7
1789398572.674520408	vk_image	224	224	3
1789398572.674520408	vk_program	212	212	3
1789398572.674520408	vk_queue	8264	8264	3
1789398573.702160250	any(0)	660	84	13
1789398573.702160250	command	32	32	2
1789398573.702160250	gl	128	128	2
1789398573.702160250	vk_any	1024	1024	16
1789398573.702160250	vk_cmdbuffer	3144	3144	155
1789398573.702160250	vk_descriptorpo	544	544	11
1789398573.702160250	vk_device	212	212	10
1789398573.702160250	vk_devicememory	298712	229376	7
1789398573.702160250	vk_image	224	224	3
1789398573.702160250	vk_program	212	212	3
1789398573.702160250	vk_queue	8264	8264	3
1789398574.731113009	any(0)	660	84	13
1789398574.731113009	command	32	32	2
1789398574.731113009	gl	128	128	2
1789398574.731113009	vk_any	1024	1024	16
1789398574.731113009	vk_cmdbuffer	3144	3144	155
1789398574.731113009	vk_descriptorpo	544	544	11
1789398574.731113009	vk_device	212	212	10
1789398574.731113009	vk_devicememory	298712	229376	7
1789398574.731113009	vk_image	224	224	3
1789398574.731113009	vk_program	212	212	3
1789398574.731113009	vk_queue	8264	8264	3
1789398575.756832070	any(0)	660	84	13
1789398575.756832070	command	32	32	2
1789398575.756832070	gl	128	128	2
1789398575.756832070	vk_any	1024	1024	16
1789398575.756832070	vk_cmdbuffer	3144	3144	155
1789398575.756832070	vk_descriptorpo	544	544	11
1789398575.756832070	vk_device	212	212	10
1789398575.756832070	vk_devicememory	298712	229376	7
1789398575.756832070	vk_image	224	224	3
1789398575.756832070	vk_program	212	212	3
1789398575.756832070	vk_queue	8264	8264	3
1789398576.782783422	any(0)	660	84	13
1789398576.782783422	command	32	32	2
1789398576.782783422	gl	128	128	2
1789398576.782783422	vk_any	1024	1024	16
1789398576.782783422	vk_cmdbuffer	3144	3144	155
1789398576.782783422	vk_descriptorpo	544	544	11
1789398576.782783422	vk_device	212	212	10
1789398576.782783422	vk_devicememory	298712	229376	7
1789398576.782783422	vk_image	224	224	3
1789398576.782783422	vk_program	212	212	3
1789398576.782783422	vk_queue	8264	8264	3
1789398577.809009410	any(0)	660	84	13
1789398577.809009410	command	32	32	2
1789398577.809009410	gl	128	128	2
1789398577.809009410	vk_any	960	960	15
1789398577.809009410	vk_cmdbuffer	3144	3144	155
1789398577.809009410	vk_descriptorpo	528	528	10
1789398577.809009410	vk_device	212	212	10
1789398577.809009410	vk_devicememory	298712	229376	7
1789398577.809009410	vk_image	224	224	3
1789398577.809009410	vk_program	212	212	3
1789398577.809009410	vk_queue	8264	8264	3
1789398578.830506855	any(0)	660	84	13
1789398578.830506855	command	32	32	2
1789398578.830506855	gl	128	128	2
1789398578.830506855	vk_any	960	960	15
1789398578.830506855	vk_cmdbuffer	3144	3144	155
1789398578.830506855	vk_descriptorpo	528	528	10
1789398578.830506855	vk_device	212	212	10
1789398578.830506855	vk_devicememory	298712	229376	7
1789398578.830506855	vk_image	224	224	3
1789398578.830506855	vk_program	212	212	3
1789398578.830506855	vk_queue	8264	8264	3
1789398579.856446645	any(0)	660	84	13
1789398579.856446645	command	32	32	2
1789398579.856446645	gl	128	128	2
1789398579.856446645	vk_any	960	960	15
1789398579.856446645	vk_cmdbuffer	3144	3144	155
1789398579.856446645	vk_descriptorpo	528	528	10
1789398579.856446645	vk_device	212	212	10
1789398579.856446645	vk_devicememory	298712	229376	7
1789398579.856446645	vk_image	224	224	3
1789398579.856446645	vk_program	212	212	3
1789398579.856446645	vk_queue	8264	8264	3
